,0,1,clusters
0,0.4981968273349084,-0.31684380102807125,8
1,0.9948246146223194,-0.21592339367266053,7
2,-0.21212397713248293,1.5601205204055104,11
3,-0.8785464188941423,0.40349729668943757,5
4,1.2748264760416352,0.010193331898046887,7
5,-1.2778433364143105,1.5495135554719206,11
6,-0.9502132002136569,1.3437069622510804,2
7,1.322719552192413,0.20328793519139432,7
8,0.04211843032223656,0.9922048429905652,12
9,0.4564059627242912,0.23773242759593413,1
10,-0.7457965441167851,-0.26328824047523786,13
11,-1.309416638332314,1.209289176602347,2
12,0.33708061126848304,1.5170933129952733,10
13,-0.936607758506059,-0.059083585832188666,9
14,1.2790497882726861,0.189159472529111,6
15,0.9102847440657843,0.22005964303104525,6
16,0.09181154049600586,-0.12136186216120938,8
17,0.584069793904002,1.7248802563217476,10
18,-0.9768946021444922,-0.06828465320393916,9
19,-1.0561757441976847,0.590114541034395,5
20,-1.1263501662516382,0.44710743829988964,5
21,1.4731751219534066,0.3352491943993206,6
22,-0.25304478512762313,0.1282666806142031,1
23,0.9749163250111058,2.0873287218912884,10
24,-0.9122542383079315,-0.04346262054140684,9
25,0.14883699077058388,-0.2035158118494093,8
26,-1.1405410757722174,1.0373133613647472,11
27,0.14887111443014608,-0.1342648891479058,8
28,-0.9054353673949804,-0.007114020293170887,9
29,0.09008505818464912,0.20441915780197142,1
30,-0.8796172836302811,0.38973566590208214,5
31,-1.2506143112947992,1.4879798518864993,2
32,0.23090476343366612,1.3952855920076674,12
33,-0.734590152911344,0.4666015108350543,5
34,0.8916647695489238,0.7284997794239392,12
35,-0.9233021864762648,-0.12307212924547471,9
36,0.32231497698228534,0.5287537870950834,8
37,-0.929725970308667,-0.019754361216007738,9
38,-0.7446047330976379,-0.3986066949551988,13
39,1.7939857722478734,0.2673960885370597,3
40,0.2067931350181946,-0.2650144620946633,8
41,1.2541803539714889,-0.08353102802749897,7
42,-1.1396724371776268,1.3862182569482642,11
43,0.06184004372113899,1.9321983673340275,2
44,0.9929040370151618,-0.16859677202315812,8
45,-1.3002789855683343,1.2305045708815194,2
46,-0.18475038515476674,0.10852763227688868,1
47,0.36385925740516556,0.15072975291263738,1
48,-0.7413963895290728,0.4383365897223961,5
49,-1.2032895952028473,1.1903591294196298,11
50,-0.17167964681214304,0.7335915117946868,5
51,0.7738802374176614,-0.08817006406619769,8
52,-0.5700603875679924,1.864752883591554,2
53,0.23825884016776783,1.2797733041763706,10
54,-0.5187719003707251,1.2320289557571371,11
55,1.1239726407902597,1.0655783940906804,12
56,-0.9117640666056205,0.6080394015070404,5
57,0.23840374041433107,-0.20406775257986795,8
58,0.5030885179131079,-0.4766867377560247,8
59,-1.3492586263455044,1.5486694914731702,2
60,1.0059682236949818,1.0529238890202186,10
61,0.895973403349048,0.47096544487028724,6
62,1.5164852980030785,0.1709859093627239,7
63,1.4113612212626747,0.1773350046438868,7
64,-1.0836002566333984,0.6189140594993083,5
65,-1.4332707435046494,1.5694633428032092,2
66,0.6510454326735596,0.20014059083558816,1
67,-0.9902358167481108,-0.21123075532093608,9
68,-0.8727583254566543,-0.44747165440692915,9
69,1.14653156244324,-0.30274516555018544,3
70,-1.2432620552581441,0.8617026858662141,5
71,-1.144283395590423,-0.5211290521541475,4
72,-1.0012736040244787,-0.9342449813725181,4
73,-1.177944922341613,0.7859939459912538,5
74,1.2009924125259175,-0.42835484107979677,3
75,-0.9196493529181233,-0.4519443724092577,9
76,-1.1768302716680732,-0.4385262252001299,4
77,0.7833467687328666,-0.2668622456916203,1
78,0.2613331214966953,-0.28273093078014816,1
79,-0.8338314507548268,-0.31548011884377486,9
80,-0.8648958165354567,-0.41539484203687116,9
81,-1.3028571445230313,0.5949321012599201,4
82,0.2536252465925869,-0.4993665132901127,8
83,-1.0957390706049515,0.22753309502976943,9
84,-0.9663548290606645,-0.22015719708236683,9
85,-1.103723951288056,0.28330549646987907,9
86,-0.8471622359195423,-0.4977557124250522,9
87,-0.9334028920869684,-0.23098441301376238,9
88,1.5618896766164907,0.03969514000287905,6
89,-0.910444083549626,-0.6997836000339513,14
90,1.3870368543088352,0.08125540782232052,6
91,-0.9323971713999896,-0.5371110765512752,9
92,-0.9079993488795736,-0.4687299691419608,9
93,-1.0745118190923355,-0.2324497713107093,9
94,-1.488462887943262,0.8527014497419638,2
95,-1.2703081135401513,1.055015942405407,11
96,1.7165793970994108,0.01004993705886812,3
97,1.2510060532147222,0.3996770954695794,7
98,1.351218357698941,0.256258976287086,6
99,0.6240476844137491,0.703863643993019,10
100,-1.0365011417746042,-0.49321802197798104,4
101,-1.177961023532811,0.45545361552858665,5
102,1.3238712865832443,-0.3084127027360518,3
103,1.4977591939248895,-0.05054496442380426,7
104,-0.33684902631014146,1.180703863345489,11
105,0.9965015301595069,-0.27622272526963465,3
106,-0.691075286348422,-0.5036011483482846,13
107,-0.43809396813820356,0.6435497404574745,5
108,1.0385072987757809,-0.3730207949553384,3
109,-0.8676292719914519,0.33075100250432127,5
110,-1.192432833434298,0.5110184345399437,5
111,-1.0191464192029758,0.653206449245577,5
112,-0.9194113138319203,-0.21407755478115217,9
113,1.1835637043440417,-0.2364191043865621,8
114,0.6719851331430058,0.03911481953070783,1
115,-1.1641301177345875,1.1526307345830447,11
116,-1.163051983211358,-0.3399074926595428,4
117,0.9659914950547845,0.8470270751654956,10
118,-0.13722440364130686,1.699484808628722,2
119,-1.0671363123513988,0.4769770877383366,5
120,0.8325990530885633,0.701289685025905,12
121,-0.9190415575392155,-0.2617965428205859,9
122,1.3856240153136767,0.00198695985300433,7
123,-1.2435158575411678,1.0371491971489382,2
124,-0.9499541904761744,-0.10705062730773184,9
125,0.46906731238131266,-0.14375881589603612,8
126,1.2448127971841865,-0.10507766064494778,7
127,-1.013193794292171,1.1581705348912268,11
128,1.0784844871812655,0.968622972607486,12
129,-1.1190107880936468,0.03084559118965416,14
130,-1.341086300870585,1.24033646449484,2
131,-0.943526318830236,-0.0025864629774406712,9
132,0.8149203550224448,-0.2514686208307868,7
133,-0.9149482441680794,-0.1643713471014198,9
134,-1.079438414545635,0.41248407414990224,5
135,0.4951054632348918,-0.17950545212545452,8
136,-0.7248851190874648,-0.5192372333993763,13
137,1.2615945646103859,0.1649969882438555,6
138,1.003029307805922,1.1206185349467384,12
139,-0.9384063007300796,-0.15155115645728726,9
140,0.025409945863188843,0.17572059609326002,1
141,-0.9289492685485525,-0.21116648173385869,9
142,-1.0552422432788318,0.44810444664436255,5
143,0.059620505034122744,0.8520649986186986,12
144,1.516834660830477,1.570279426342277,10
145,-0.908802951850819,-0.05374873714763378,9
146,-1.3143354872946393,1.0831776804874589,2
147,-1.106281057056531,0.4108221437877452,5
148,-1.360247826063728,1.422195807213366,2
149,-0.9303872219500043,0.3482272135227499,5
150,-0.8677699792233092,-0.31929751338773776,13
151,0.46111776798834203,0.14757522735497514,1
152,-0.7312708845635985,-0.5402765990295875,13
153,-0.906452288120644,0.13456096960084113,5
154,1.2442679305959894,0.3083081022223488,6
155,-0.5877961129865382,0.39362138189940304,5
156,-0.8566110885432572,1.28701740806316,2
157,-1.3250878541236548,1.3286972928331235,2
158,-1.1073993437797882,0.44096796314870546,5
159,-1.3102930203531094,0.9867624503090985,2
